id,id_client,id_product,qtd,total,sale_date,mean_quote,product_name,category,start_date,usd_price
4882,8,5,13,292312.15,2023-03-25,5.29,Piloto Automático Furuno Storm,eletrônicos,2022-05-24,4920.79
8010,39,19,12,187328.6,2023-03-25,5.29,Sonda Lowrance Tidal Storm Vox,eletrônicos,2021-08-30,3163.35
471,33,36,12,271217.0,2023-03-25,5.29,Radar Lowrance Aqua Pulse,eletrônicos,2022-09-26,4221.25
8163,5,69,5,215008.75,2023-03-25,5.29,Motor de Popa Torqeedo Ultra Impulse 292HP,propulsão,2020-04-03,8542.02
7549,5,95,8,530540.8,2023-03-25,5.29,Motor Diesel Honda Leviathan 133HP,propulsão,2022-11-23,12945.63
3686,16,97,15,1928524.7,2023-03-25,5.29,Motor de Popa Tohatsu Evo 168HP,propulsão,2023-01-06,25607.88
3394,27,116,2,5151.0,2023-03-25,5.29,Cabo de Nylon Delta Velocity Oceanic Abyss,ancoragem,2022-03-16,502.24
6856,19,118,4,17260.0,2023-03-25,5.29,Boia de Arqueamento Delta Force Vox,ancoragem,2022-07-12,797.41
534,12,120,5,15622.0,2023-03-25,5.29,Boia de Arqueamento Danforth Flux Tidal,ancoragem,2022-10-26,586.85
1898,48,125,1,3402.0,2023-03-25,5.29,Cabo de Nylon Danforth Kinetic,ancoragem,2023-03-22,646.27
7006,13,127,10,15494.0,2023-03-25,5.29,Cabo de Nylon Delta Velocity Core Mako,ancoragem,2023-01-06,293.17
4232,40,129,10,31028.9,2023-03-25,5.29,Corrente Delta Boost,ancoragem,2022-07-14,598.62
2994,1,137,9,28945.55,2023-03-25,5.29,Âncora Danforth Impulse,ancoragem,2020-06-26,619.79
1653,37,36,3,67804.0,2023-03-26,5.29,Radar Lowrance Aqua Pulse,eletrônicos,2022-09-26,4221.25
4321,18,49,11,145907.0,2023-03-26,5.29,Sonda Furuno Swift,eletrônicos,2021-06-07,2627.0
817,20,56,2,85978.0,2023-03-26,5.29,Motor Elétrico Torqeedo Velocity Swift 74HP,propulsão,2022-12-19,8087.59
5332,19,61,13,364242.0,2023-03-26,5.29,Motor Diesel Honda Prime 84HP,propulsão,2023-01-23,5396.92
6785,35,117,5,20515.0,2023-03-26,5.29,Corrente Danforth Zen Abyss Axis,ancoragem,2022-06-10,823.4
8811,41,126,13,34802.0,2023-03-26,5.29,Corrente Danforth Hydro,ancoragem,2020-10-28,467.05
2194,48,133,8,15142.0,2023-03-26,5.29,Âncora Bruce Core Pulse,ancoragem,2022-07-06,348.47
3455,4,15,4,111599.0,2023-03-27,5.23,Radar Garmin Tidal Thrust,eletrônicos,2023-01-09,5267.98
650,21,22,13,487242.65,2023-03-27,5.23,Transponder Furuno Force Ion,eletrônicos,2022-08-22,7630.67
9585,17,25,1,11519.7,2023-03-27,5.23,Rádio Lowrance Nitro Thrust Barracuda,eletrônicos,2022-03-04,2389.36
2711,5,29,10,346847.85,2023-03-27,5.23,Rádio Simrad Orca,eletrônicos,2022-03-29,7689.63
4435,1,42,12,68318.3,2023-03-27,5.23,Transponder Lowrance Axis,eletrônicos,2022-05-27,1263.57
4764,45,48,9,125995.65,2023-03-27,5.23,GPS Furuno Magnum Drift,eletrônicos,2020-12-31,2836.04
3787,35,77,13,581161.0,2023-03-27,5.23,Motor Diesel Tohatsu Vector 197HP,propulsão,2023-02-02,8959.75
1366,13,85,9,347208.0,2023-03-27,5.23,Motor de Popa Parsun Impulse 162HP,propulsão,2022-12-23,7499.89
9494,25,103,1,1699.55,2023-03-27,5.23,Âncora Delta Swift,ancoragem,2022-09-19,341.7
3182,42,123,9,23744.3,2023-03-27,5.23,Cabo de Nylon Danforth Orca Aero,ancoragem,2022-09-02,535.37
9353,48,126,8,21416.0,2023-03-27,5.23,Corrente Danforth Hydro,ancoragem,2020-10-28,467.05
574,8,3,12,102875.5,2023-03-28,5.17,Radar Furuno Pulse Leviathan,eletrônicos,2022-06-21,1753.77
832,41,11,12,434783.0,2023-03-28,5.17,GPS Furuno Swift Leviathan Poseidon,eletrônicos,2023-03-15,6839.44
7800,26,30,10,306355.05,2023-03-28,5.17,Transponder AIS Boost,eletrônicos,2020-05-19,5636.75
3351,3,33,12,80589.0,2023-03-28,5.17,Transponder Garmin Drift Vortex Marlin,eletrônicos,2020-09-10,1268.8
9725,42,45,1,9408.8,2023-03-28,5.17,GPS Furuno Current,eletrônicos,2023-03-22,1881.33
5692,9,47,13,79598.0,2023-03-28,5.17,Rádio Simrad Tidal Aqua,eletrônicos,2019-11-07,1496.29
1688,31,53,1,53675.0,2023-03-28,5.17,Motor Elétrico Torqeedo Zen Titan Hydra 129HP,propulsão,2023-01-02,10045.86
4293,9,79,10,661468.0,2023-03-28,5.17,Motor Diesel Tohatsu Zenith 60HP,propulsão,2021-10-21,11724.63
2968,13,81,1,116040.6,2023-03-28,5.17,Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,propulsão,2022-08-02,23345.09
5217,31,101,14,6163.6,2023-03-28,5.17,Cabo de Nylon Delta Vortex,ancoragem,2022-10-18,87.95
886,17,109,1,591.85,2023-03-28,5.17,Cabo de Nylon Danforth Evo Aqua Mako,ancoragem,2018-05-16,169.23
5398,20,110,11,26078.45,2023-03-28,5.17,Corrente Bruce Current,ancoragem,2021-08-26,476.03
6096,19,121,10,36943.0,2023-03-28,5.17,Âncora Danforth Oceanic Helix Flux,ancoragem,2021-08-31,718.35
2880,16,122,15,18845.15,2023-03-28,5.17,Corrente Danforth Zenith Oceanic Torque,ancoragem,2022-09-14,255.46
6723,28,131,8,7709.0,2023-03-28,5.17,Boia de Arqueamento Danforth Core Vortex,ancoragem,2022-08-19,185.47
1158,49,133,11,19779.0,2023-03-28,5.17,Âncora Bruce Core Pulse,ancoragem,2022-07-06,348.47
8589,36,141,8,36341.3,2023-03-28,5.17,Boia de Arqueamento Bruce Nexus Abyss,ancoragem,2022-03-17,942.08
3075,13,148,11,52641.0,2023-03-28,5.17,Âncora Delta Force Barracuda Mako,ancoragem,2023-02-28,919.03
3790,2,2,5,69991.0,2023-03-29,5.15,Transponder Furuno Marlin,eletrônicos,2022-07-06,2577.22
1964,21,3,10,90242.0,2023-03-29,5.15,Radar Furuno Pulse Leviathan,eletrônicos,2022-06-21,1753.77
8685,4,4,8,27055.0,2023-03-29,5.15,Rádio AIS Hydro Tidal Zen,eletrônicos,2022-09-21,654.31
8367,8,44,3,30799.95,2023-03-29,5.15,GPS Simrad Zen Hydra Peak,eletrônicos,2022-01-17,1963.02
4798,8,50,9,96409.8,2023-03-29,5.15,Piloto Automático Simrad Poseidon Magnum,eletrônicos,2020-12-23,2179.61
377,15,59,15,1242117.4,2023-03-29,5.15,Motor Diesel Yanmar Hydro Magnum Boost 267HP,propulsão,2021-08-10,16694.98
9589,5,71,1,130174.0,2023-03-29,5.15,Motor Elétrico Torqeedo Pulse 300HP,propulsão,2022-11-29,24528.75
1592,37,101,5,2317.0,2023-03-29,5.15,Cabo de Nylon Delta Vortex,ancoragem,2022-10-18,87.95
5326,18,112,13,28352.0,2023-03-29,5.15,Corrente Danforth Tidal,ancoragem,2021-11-16,398.23
106,48,143,8,35491.0,2023-03-29,5.15,Âncora Delta Hydra Kraken Velocity,ancoragem,2021-08-25,845.69
1025,13,16,7,199539.9,2023-03-30,5.13,Sonda Garmin Axis,eletrônicos,2023-01-02,5615.94
6073,1,28,13,176092.95,2023-03-30,5.13,Piloto Automático AIS Core,eletrônicos,2023-03-14,2723.39
7334,15,30,11,336990.65,2023-03-30,5.13,Transponder AIS Boost,eletrônicos,2020-05-19,5636.75
3754,25,34,13,60731.6,2023-03-30,5.13,Transponder AIS Helix Torque,eletrônicos,2022-08-09,960.12
6519,25,44,8,82132.25,2023-03-30,5.13,GPS Simrad Zen Hydra Peak,eletrônicos,2022-01-17,1963.02
4661,18,46,3,14203.45,2023-03-30,5.13,Sonda AIS Magnum Boost,eletrônicos,2022-12-02,959.01
6293,44,50,13,146588.0,2023-03-30,5.13,Piloto Automático Simrad Poseidon Magnum,eletrônicos,2020-12-23,2179.61
8538,39,58,1,103383.75,2023-03-30,5.13,Motor de Popa Tohatsu Ion Core Nautic 53HP,propulsão,2022-07-13,20157.55
1693,35,61,13,364242.0,2023-03-30,5.13,Motor Diesel Honda Prime 84HP,propulsão,2023-01-23,5396.92
9097,35,105,3,929.0,2023-03-30,5.13,Cabo de Nylon Danforth Prime,ancoragem,2022-06-24,59.15
1652,45,110,15,37433.0,2023-03-30,5.13,Corrente Bruce Current,ancoragem,2021-08-26,476.03
8940,17,120,2,6249.0,2023-03-30,5.13,Boia de Arqueamento Danforth Flux Tidal,ancoragem,2022-10-26,586.85
1404,30,148,15,71783.0,2023-03-30,5.13,Âncora Delta Force Barracuda Mako,ancoragem,2023-02-28,919.03
8656,30,5,8,189352.0,2023-03-31,5.08,Piloto Automático Furuno Storm,eletrônicos,2022-05-24,4920.79
8515,6,14,1,34020.45,2023-03-31,5.08,Rádio Furuno Zen Swift,eletrônicos,2023-03-24,6767.66
3085,26,23,4,44715.0,2023-03-31,5.08,Piloto Automático Furuno Torque Peak,eletrônicos,2022-10-13,2108.74
4633,21,25,4,48506.0,2023-03-31,5.08,Rádio Lowrance Nitro Thrust Barracuda,eletrônicos,2022-03-04,2389.36
7519,18,27,5,82557.0,2023-03-31,5.08,GPS Garmin Vortex Maré Drift,eletrônicos,2022-07-12,3051.23
774,45,33,3,19139.65,2023-03-31,5.08,Transponder Garmin Drift Vortex Marlin,eletrônicos,2020-09-10,1268.8
7769,46,39,15,444492.0,2023-03-31,5.08,GPS Furuno Vector,eletrônicos,2020-10-16,5270.87
9766,8,59,9,745270.25,2023-03-31,5.08,Motor Diesel Yanmar Hydro Magnum Boost 267HP,propulsão,2021-08-10,16694.98
5804,1,64,4,423720.9,2023-03-31,5.08,Motor Elétrico Yamaha Swift Drift Current 265HP,propulsão,2022-09-06,21352.22
1762,38,71,5,618326.5,2023-03-31,5.08,Motor Elétrico Torqeedo Pulse 300HP,propulsão,2022-11-29,24528.75
3822,11,77,5,212346.85,2023-03-31,5.08,Motor Diesel Tohatsu Vector 197HP,propulsão,2023-02-02,8959.75
9987,37,93,6,602862.0,2023-03-31,5.08,Motor Elétrico Yamaha Flow 204HP,propulsão,2022-08-18,19409.47
6968,44,118,1,4099.25,2023-03-31,5.08,Boia de Arqueamento Delta Force Vox,ancoragem,2022-07-12,797.41
4994,38,131,7,6745.0,2023-03-31,5.08,Boia de Arqueamento Danforth Core Vortex,ancoragem,2022-08-19,185.47
4588,4,150,7,10944.0,2023-03-31,5.08,Cabo de Nylon Danforth Magnum Vox,ancoragem,2022-08-09,321.31
6768,1,11,4,144928.0,2023-04-01,5.45,GPS Furuno Swift Leviathan Poseidon,eletrônicos,2023-03-15,6839.44
5791,20,14,14,476287.25,2023-04-01,5.45,Rádio Furuno Zen Swift,eletrônicos,2023-03-24,6767.66
7852,5,18,2,50487.75,2023-04-01,5.45,Rádio Simrad Axis,eletrônicos,2022-01-25,4834.43
8343,14,20,8,234334.6,2023-04-01,5.45,Radar AIS Marlin,eletrônicos,2021-10-04,5689.04
3342,48,41,13,137800.0,2023-04-01,5.45,GPS Simrad Flow Pulse,eletrônicos,2023-01-06,2005.71
8335,38,53,5,254956.25,2023-04-01,5.45,Motor Elétrico Torqeedo Zen Titan Hydra 129HP,propulsão,2023-01-02,10045.86
1384,21,57,11,1306696.0,2023-04-01,5.45,Motor de Popa Honda Vector Kinetic 174HP,propulsão,2022-12-16,22497.79
7677,11,61,13,364242.0,2023-04-01,5.45,Motor Diesel Honda Prime 84HP,propulsão,2023-01-23,5396.92
8571,44,62,8,776887.2,2023-04-01,5.45,Motor Diesel Yanmar Velocity 37HP,propulsão,2023-01-16,20000.78
1909,26,71,14,1731315.15,2023-04-01,5.45,Motor Elétrico Torqeedo Pulse 300HP,propulsão,2022-11-29,24528.75
5938,37,81,11,1276451.35,2023-04-01,5.45,Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,propulsão,2022-08-02,23345.09
2017,45,92,1,88854.0,2023-04-01,5.45,Motor Elétrico Yamaha Nautic Kraken 133HP,propulsão,2022-12-12,16745.97
9269,1,108,3,10037.0,2023-04-01,5.45,Boia de Arqueamento Bruce Titan,ancoragem,2022-06-14,653.47
2902,14,116,2,5151.0,2023-04-01,5.45,Cabo de Nylon Delta Velocity Oceanic Abyss,ancoragem,2022-03-16,502.24
605,41,9,4,150880.9,2023-04-02,5.1,Transponder AIS Titan Pulse,eletrônicos,2022-05-05,7933.96
5354,19,21,3,24893.8,2023-04-02,5.1,GPS AIS Nautic Thrust,eletrônicos,2022-12-30,1674.22
8711,41,22,9,337322.2,2023-04-02,5.1,Transponder Furuno Force Ion,eletrônicos,2022-08-22,7630.67
2486,14,23,1,11179.0,2023-04-02,5.1,Piloto Automático Furuno Torque Peak,eletrônicos,2022-10-13,2108.74
6295,32,46,11,54821.0,2023-04-02,5.1,Sonda AIS Magnum Boost,eletrônicos,2022-12-02,959.01
4361,11,48,14,206309.0,2023-04-02,5.1,GPS Furuno Magnum Drift,eletrônicos,2020-12-31,2836.04
8829,7,67,9,772101.0,2023-04-02,5.1,Motor de Popa Yamaha Mako 108HP,propulsão,2022-06-17,16720.73
9816,43,82,12,588627.6,2023-04-02,5.1,Motor Elétrico Volvo Nautic Vox 118HP,propulsão,2020-09-11,9770.29
9397,35,98,14,1111056.0,2023-04-02,5.1,Motor Diesel Parsun Velocity Abyss Orca 235HP,propulsão,2022-10-03,15262.93
7671,2,101,4,1854.0,2023-04-02,5.1,Cabo de Nylon Delta Vortex,ancoragem,2022-10-18,87.95
1999,24,103,5,8946.0,2023-04-02,5.1,Âncora Delta Swift,ancoragem,2022-09-19,341.7
8206,16,110,10,24955.0,2023-04-02,5.1,Corrente Bruce Current,ancoragem,2021-08-26,476.03
2951,15,115,2,1661.0,2023-04-02,5.1,Cabo de Nylon Delta Force Magnum Leviathan,ancoragem,2023-01-24,160.69
7707,4,115,5,4153.0,2023-04-02,5.1,Cabo de Nylon Delta Force Magnum Leviathan,ancoragem,2023-01-24,160.69
3931,33,117,2,7795.7,2023-04-02,5.1,Corrente Danforth Zen Abyss Axis,ancoragem,2022-06-10,823.4
7533,39,119,11,34023.3,2023-04-02,5.1,Âncora Bruce Aqua,ancoragem,2022-12-08,625.1
838,41,124,9,32232.55,2023-04-02,5.1,Corrente Delta Axis,ancoragem,2023-02-27,725.63
3645,38,136,8,14998.6,2023-04-02,5.1,Cabo de Nylon Bruce Flux Hydro,ancoragem,2018-11-01,533.84
4943,41,139,3,4275.0,2023-04-02,5.1,Boia de Arqueamento Danforth Torque,ancoragem,2020-10-30,246.89
9453,37,139,9,12182.8,2023-04-02,5.1,Boia de Arqueamento Danforth Torque,ancoragem,2020-10-30,246.89
5272,9,149,15,17454.0,2023-04-02,5.1,Cabo de Nylon Bruce Core,ancoragem,2023-02-14,225.94
883,11,9,13,516172.0,2023-04-03,5.2,Transponder AIS Titan Pulse,eletrônicos,2022-05-05,7933.96
8145,41,27,12,198137.0,2023-04-03,5.2,GPS Garmin Vortex Maré Drift,eletrônicos,2022-07-12,3051.23
7031,25,35,8,83641.8,2023-04-03,5.2,Radar Furuno Swift,eletrônicos,2023-02-15,2106.85
896,5,48,3,44209.0,2023-04-03,5.2,GPS Furuno Magnum Drift,eletrônicos,2020-12-31,2836.04
2043,37,51,11,670461.55,2023-04-03,5.2,Motor Diesel Tohatsu Evo Zenith 16HP,propulsão,2022-08-04,12243.38
4415,49,56,6,245036.35,2023-04-03,5.2,Motor Elétrico Torqeedo Velocity Swift 74HP,propulsão,2022-12-19,8087.59
8435,29,71,14,1822437.0,2023-04-03,5.2,Motor Elétrico Torqeedo Pulse 300HP,propulsão,2022-11-29,24528.75
2922,41,94,13,503272.95,2023-04-03,5.2,Motor de Popa Volvo Magnum 276HP,propulsão,2023-03-31,8022.13
4888,19,110,8,18965.8,2023-04-03,5.2,Corrente Bruce Current,ancoragem,2021-08-26,476.03
6953,10,127,5,7747.0,2023-04-03,5.2,Cabo de Nylon Delta Velocity Core Mako,ancoragem,2023-03-27,296.24
3835,41,13,15,116206.0,2023-04-04,5.08,Radar Simrad Boost,eletrônicos,2021-10-22,1356.5
5514,45,33,5,31900.05,2023-04-04,5.08,Transponder Garmin Drift Vortex Marlin,eletrônicos,2020-09-10,1268.8
7451,28,45,2,18816.65,2023-04-04,5.08,GPS Furuno Current,eletrônicos,2023-03-22,1881.33
3011,12,58,3,310150.3,2023-04-04,5.08,Motor de Popa Tohatsu Ion Core Nautic 53HP,propulsão,2022-07-13,20157.55
1468,31,69,15,678975.0,2023-04-04,5.08,Motor de Popa Torqeedo Ultra Impulse 292HP,propulsão,2020-04-03,8542.02
6908,31,72,3,298994.0,2023-04-04,5.08,Motor de Popa Volvo Hydro Dash 256HP,propulsão,2018-03-09,30675.48
5054,33,74,14,1151229.0,2023-04-04,5.08,Motor de Popa Honda Torque 228HP,propulsão,2018-12-19,22250.99
8724,43,94,4,154852.85,2023-04-04,5.08,Motor de Popa Volvo Magnum 276HP,propulsão,2023-03-31,8022.13
4326,2,126,8,21416.0,2023-04-04,5.08,Corrente Danforth Hydro,ancoragem,2020-10-28,467.05
2822,48,133,1,1893.0,2023-04-04,5.08,Âncora Bruce Core Pulse,ancoragem,2022-07-06,348.47
4204,4,143,5,21072.9,2023-04-04,5.08,Âncora Delta Hydra Kraken Velocity,ancoragem,2021-08-25,845.69
9232,30,21,11,96080.0,2023-04-05,5.01,GPS AIS Nautic Thrust,eletrônicos,2022-12-30,1674.22
2627,23,27,6,99069.0,2023-04-05,5.01,GPS Garmin Vortex Maré Drift,eletrônicos,2022-07-12,3051.23
972,29,36,14,316419.0,2023-04-05,5.01,Radar Lowrance Aqua Pulse,eletrônicos,2022-09-26,4221.25
9017,37,44,12,129682.0,2023-04-05,5.01,GPS Simrad Zen Hydra Peak,eletrônicos,2022-01-17,1963.02
1341,35,56,3,122517.7,2023-04-05,5.01,Motor Elétrico Torqeedo Velocity Swift 74HP,propulsão,2022-12-19,8087.59
1020,16,89,6,472068.0,2023-04-05,5.01,Motor Elétrico Yamaha Orca Storm Zenith 11HP,propulsão,2022-11-11,14832.32
8013,41,117,2,8206.0,2023-04-05,5.01,Corrente Danforth Zen Abyss Axis,ancoragem,2022-06-10,823.4
6808,20,133,13,24605.0,2023-04-05,5.01,Âncora Bruce Core Pulse,ancoragem,2022-07-06,348.47
339,43,134,3,14153.0,2023-04-05,5.01,Âncora Delta Storm Vox,ancoragem,2022-12-05,899.33
8562,25,135,14,21871.85,2023-04-05,5.01,Cabo de Nylon Danforth Titan Poseidon,ancoragem,2023-03-09,320.27
949,10,144,6,12620.75,2023-04-05,5.01,Boia de Arqueamento Bruce Barracuda,ancoragem,2022-08-04,422.52
3154,19,149,3,3316.45,2023-04-05,5.01,Cabo de Nylon Bruce Core,ancoragem,2023-02-14,225.94
8627,33,149,1,1164.0,2023-04-05,5.01,Cabo de Nylon Bruce Core,ancoragem,2023-02-14,225.94
3433,41,26,9,155549.0,2023-04-06,4.96,Piloto Automático Furuno Core Boost Flux,eletrônicos,2022-03-14,3412.88
3118,13,27,7,115580.0,2023-04-06,4.96,GPS Garmin Vortex Maré Drift,eletrônicos,2022-07-12,3051.23
7236,43,28,13,185361.0,2023-04-06,4.96,Piloto Automático AIS Core,eletrônicos,2023-03-14,2723.39
1485,8,31,15,118034.65,2023-04-06,4.96,Transponder Furuno Pulse Axis,eletrônicos,2016-06-10,2418.07
8240,25,36,8,171770.45,2023-04-06,4.96,Radar Lowrance Aqua Pulse,eletrônicos,2022-09-26,4221.25
6595,8,56,14,601843.0,2023-04-06,4.96,Motor Elétrico Torqeedo Velocity Swift 74HP,propulsão,2022-12-19,8087.59
1310,35,65,8,194238.9,2023-04-06,4.96,Motor de Popa Torqeedo Nautic Swift 223HP,propulsão,2022-06-13,5008.66
4532,43,67,1,81499.55,2023-04-06,4.96,Motor de Popa Yamaha Mako 108HP,propulsão,2022-06-17,16720.73
4665,48,69,14,633710.0,2023-04-06,4.96,Motor de Popa Torqeedo Ultra Impulse 292HP,propulsão,2020-04-03,8542.02
705,16,71,5,618326.5,2023-04-06,4.96,Motor Elétrico Torqeedo Pulse 300HP,propulsão,2023-04-04,25647.03
1689,43,74,4,346234.0,2023-04-06,4.96,Motor de Popa Honda Torque 228HP,propulsão,2023-04-05,17160.36
8795,22,86,2,187046.0,2023-04-06,4.96,Motor Diesel Volvo Helix Evo Force 144HP,propulsão,2021-08-13,17824.79
4159,31,87,15,952753.1,2023-04-06,4.96,Motor Elétrico Volvo Boost 225HP,propulsão,2021-11-01,11794.37
6945,40,132,14,20787.9,2023-04-06,4.96,Corrente Bruce Nautic Evo,ancoragem,2020-08-20,276.61
4297,19,136,12,23682.0,2023-04-06,4.96,Cabo de Nylon Bruce Flux Hydro,ancoragem,2018-11-01,533.84
5802,10,142,5,3925.4,2023-04-06,4.96,Âncora Danforth Vector Evo,ancoragem,2022-11-09,160.09
8217,29,148,2,9571.0,2023-04-06,4.96,Âncora Delta Force Barracuda Mako,ancoragem,2023-02-28,919.03
6900,23,18,5,132862.0,2023-04-07,4.81,Rádio Simrad Axis,eletrônicos,2022-01-25,4834.43
6998,2,35,14,146373.15,2023-04-07,4.81,Radar Furuno Swift,eletrônicos,2023-02-15,2106.85
2384,43,42,6,35957.0,2023-04-07,4.81,Transponder Lowrance Axis,eletrônicos,2022-05-27,1263.57
8287,20,63,2,279915.0,2023-04-07,4.81,Motor Elétrico Torqeedo Ion Orca Vox 186HP,propulsão,2021-07-29,27618.14
9770,24,77,3,127408.3,2023-04-07,4.81,Motor Diesel Tohatsu Vector 197HP,propulsão,2023-02-02,8959.75
2589,7,88,4,183678.7,2023-04-07,4.81,Motor Diesel Tohatsu Kinetic Poseidon 113HP,propulsão,2023-02-07,9351.41
2739,24,98,4,301572.75,2023-04-07,4.81,Motor Diesel Parsun Velocity Abyss Orca 235HP,propulsão,2022-10-03,15262.93
2516,4,101,2,927.0,2023-04-07,4.81,Cabo de Nylon Delta Vortex,ancoragem,2022-10-18,87.95
1679,43,116,11,26914.45,2023-04-07,4.81,Cabo de Nylon Delta Velocity Oceanic Abyss,ancoragem,2022-03-16,502.24
4187,13,121,4,14777.0,2023-04-07,4.81,Âncora Danforth Oceanic Helix Flux,ancoragem,2021-08-31,718.35
3831,49,129,13,40337.95,2023-04-07,4.81,Corrente Delta Boost,ancoragem,2022-07-14,598.62
3456,45,138,10,39738.5,2023-04-07,4.81,Boia de Arqueamento Delta Peak Boost Thrust,ancoragem,2022-02-22,826.61
5151,41,138,6,25098.0,2023-04-07,4.81,Boia de Arqueamento Delta Peak Boost Thrust,ancoragem,2022-02-22,826.61
4208,10,140,11,34480.0,2023-04-07,4.81,Boia de Arqueamento Bruce Dash Titan Pulse,ancoragem,2021-02-03,586.81
1990,49,5,8,189352.0,2023-04-08,4.86,Piloto Automático Furuno Storm,eletrônicos,2022-05-24,4920.79
6965,3,11,15,543479.0,2023-04-08,4.86,GPS Furuno Swift Leviathan Poseidon,eletrônicos,2023-03-15,6839.44
5850,39,26,1,17283.0,2023-04-08,4.86,Piloto Automático Furuno Core Boost Flux,eletrônicos,2022-03-14,3412.88
2903,22,42,5,29964.0,2023-04-08,4.86,Transponder Lowrance Axis,eletrônicos,2022-05-27,1263.57
3929,12,58,8,870597.0,2023-04-08,4.86,Motor de Popa Tohatsu Ion Core Nautic 53HP,propulsão,2022-07-13,20157.55
119,46,80,1,129224.0,2023-04-08,4.86,Motor de Popa Volvo Maré 69HP,propulsão,2022-10-28,24177.04
7329,30,86,12,1122278.0,2023-04-08,4.86,Motor Diesel Volvo Helix Evo Force 144HP,propulsão,2021-08-13,17824.79
5557,15,87,8,534879.0,2023-04-08,4.86,Motor Elétrico Volvo Boost 225HP,propulsão,2021-11-01,11794.37
1085,21,90,5,375712.65,2023-04-08,4.86,Motor de Popa Yamaha Thrust Marlin Nexus 182HP,propulsão,2021-12-01,14083.78
7128,2,90,13,976851.75,2023-04-08,4.86,Motor de Popa Yamaha Thrust Marlin Nexus 182HP,propulsão,2021-12-01,14083.78
9976,38,103,14,23796.55,2023-04-08,4.86,Âncora Delta Swift,ancoragem,2022-09-19,341.7
3241,34,120,13,38587.1,2023-04-08,4.86,Boia de Arqueamento Danforth Flux Tidal,ancoragem,2022-10-26,586.85
5315,23,135,6,9373.65,2023-04-08,4.86,Cabo de Nylon Danforth Titan Poseidon,ancoragem,2023-03-09,320.27
3621,15,147,1,3030.0,2023-04-08,4.86,Corrente Danforth Force Leviathan Impulse,ancoragem,2022-08-25,592.19
7321,11,150,8,12506.75,2023-04-08,4.86,Cabo de Nylon Danforth Magnum Vox,ancoragem,2022-08-09,321.31
281,16,33,13,87305.0,2023-04-09,4.92,Transponder Garmin Drift Vortex Marlin,eletrônicos,2020-09-10,1268.8
4881,20,36,10,214713.3,2023-04-09,4.92,Radar Lowrance Aqua Pulse,eletrônicos,2022-09-26,4221.25
974,14,37,13,78880.0,2023-04-09,4.92,GPS Lowrance Evo Storm Drift,eletrônicos,2023-03-09,1181.71
5940,7,47,2,12246.0,2023-04-09,4.92,Rádio Simrad Tidal Aqua,eletrônicos,2019-11-07,1496.29
6620,2,55,13,1429834.0,2023-04-09,4.92,Motor Diesel Volvo Flow Oceanic 259HP,propulsão,2022-04-14,23326.09
9461,47,64,10,1059303.2,2023-04-09,4.92,Motor Elétrico Yamaha Swift Drift Current 265HP,propulsão,2022-09-06,21352.22
6626,43,66,12,150860.0,2023-04-09,4.92,Motor de Popa Tohatsu Poseidon Helix Prime 135HP,propulsão,2021-01-05,2360.29
5088,22,70,10,326376.3,2023-04-09,4.92,Motor Diesel Parsun Boost Helix Velocity 146HP,propulsão,2022-11-09,6655.06
5110,18,71,8,989322.4,2023-04-09,4.92,Motor Elétrico Torqeedo Pulse 300HP,propulsão,2023-04-04,25647.03
5841,15,104,10,35273.5,2023-04-09,4.92,Cabo de Nylon Delta Zen Vortex Storm,ancoragem,2020-03-26,742.54
4710,29,128,4,17672.85,2023-04-09,4.92,Boia de Arqueamento Bruce Marlin Hydra,ancoragem,2022-07-22,853.09
9368,5,4,9,30437.0,2023-04-10,5.15,Rádio AIS Hydro Tidal Zen,eletrônicos,2022-09-21,654.31
6469,48,8,5,24921.0,2023-04-10,5.15,GPS AIS Zen,eletrônicos,2023-03-23,947.09
8700,31,23,12,134144.0,2023-04-10,5.15,Piloto Automático Furuno Torque Peak,eletrônicos,2022-10-13,2108.74
6512,36,25,12,138242.1,2023-04-10,5.15,Rádio Lowrance Nitro Thrust Barracuda,eletrônicos,2022-03-04,2389.36
1021,35,29,6,219062.0,2023-04-10,5.15,Rádio Simrad Orca,eletrônicos,2022-03-29,7689.63
5183,28,33,11,73873.0,2023-04-10,5.15,Transponder Garmin Drift Vortex Marlin,eletrônicos,2020-09-10,1268.8
9499,13,40,2,26949.6,2023-04-10,5.15,Sonda Furuno Maré Tidal,eletrônicos,2022-12-23,2757.45
1543,42,69,15,678975.0,2023-04-10,5.15,Motor de Popa Torqeedo Ultra Impulse 292HP,propulsão,2020-04-03,8542.02
6227,27,70,15,515331.0,2023-04-10,5.15,Motor Diesel Parsun Boost Helix Velocity 146HP,propulsão,2022-11-09,6655.06
8632,15,115,13,10258.1,2023-04-10,5.15,Cabo de Nylon Delta Force Magnum Leviathan,ancoragem,2023-01-24,160.69
2867,46,116,10,24467.25,2023-04-10,5.15,Cabo de Nylon Delta Velocity Oceanic Abyss,ancoragem,2022-03-16,502.24
9289,10,121,14,49134.0,2023-04-10,5.15,Âncora Danforth Oceanic Helix Flux,ancoragem,2021-08-31,718.35
